Ship,Date
Jeo - Relationship,01 Sep 2018
Jason Grace/Percy Jackson,01 Sep 2018
Jason Grace/Percy Jackson,01 Sep 2018
Travis Stoll/Reader,01 Sep 2018
Percy Jackson/Annabeth Chase,01 Sep 2018
Nico di Angelo/Will Solace,01 Sep 2018
Piper McLean/Jason Grace,01 Sep 2018
leo valdez/calypso,01 Sep 2018
Hazel Levesque/Frank Zhang,01 Sep 2018
Nico di Angelo/Will Solace,01 Sep 2018
Nico di Angelo/Will Solace,01 Sep 2018
Nico di Angelo/Will Solace,01 Sep 2018
Lou Ellen/Cecil Markowitz,01 Sep 2018
Annabeth Chase/Percy Jackson,01 Sep 2018
Jason Grace/Piper McLean,01 Sep 2018
Hazel Levesque/Frank Zhang,01 Sep 2018
Calypso/Leo Valdez,01 Sep 2018
Nico di Angelo/Will Solace,01 Sep 2018
Piper McLean/Leo Valdez,01 Sep 2018
Jason Grace/Piper McLean,01 Sep 2018
Piper McLean & Leo Valdez,01 Sep 2018
Jason Grace & Leo Valdez,01 Sep 2018
Jason Grace & Piper McLean & Leo Valdez,01 Sep 2018
Will Solace/ Nico DiAngelo,01 Sep 2018
Nico di Angelo/Will Solace,01 Sep 2018
Percy Jackson/Annabeth Chase,01 Sep 2018
Hades/Persephone,01 Sep 2018
Percy Jackson/Nico di Angelo (friendship),01 Sep 2018
Annabeth Chase/Nico di Angelo (friendship),01 Sep 2018
Annabeth Chase/Percy Jackson,01 Sep 2018
Nico di Angelo/Will Solace,01 Sep 2018
Nico di Angelo/Percy Jackson,29 Aug 2018
Paul Blofis/Percy Jackson/Poseidon,29 Aug 2018
Chiron/Percy Jackson,29 Aug 2018
Luke Castellan/Percy Jackson/Octavian,29 Aug 2018
Charles Beckendorf/Percy Jackson,29 Aug 2018
Percy Jackson/Poseidon/Triton,29 Aug 2018
Nico di Angelo/Percy Jackson/Will Solace,29 Aug 2018
Nico di Angelo/Frank Zhang,29 Aug 2018
Percy Jackson/Grover Underwood,29 Aug 2018
Nico di Angelo/Jason Grace/Percy Jackson/Hades/Zeus/Poseidon,29 Aug 2018
Ares/Percy Jackson,29 Aug 2018
Percy Jackson/Poseidon,29 Aug 2018
Nico di Angelo/Hades,29 Aug 2018
Apollo/Will Solace,29 Aug 2018
Hephaestus/Leo Valdez,29 Aug 2018
Luke Castellan/Hermes,29 Aug 2018
Nico di Angelo/Connor Stoll/Travis Stoll,29 Aug 2018
Dionysus/Percy Jackson,29 Aug 2018
Nico di Angelo/Jason Grace/Percy Jackson,29 Aug 2018
Percy/Zeus/Poseidon,29 Aug 2018
Hades/Jason/Nico,29 Aug 2018
Percy/Nico/Theseus,29 Aug 2018
Percy Jackson/Triton,29 Aug 2018
Nico di Angelo/Thanatos,29 Aug 2018
Jason Grace/Heracles,29 Aug 2018
Osiris/Set,29 Aug 2018
Nico di Angelo/Jason Grace/Will Solace,29 Aug 2018
Anubis (Ancient Egyptian)/Nico di Angelo,29 Aug 2018
Set/Hades,29 Aug 2018
Osiris/Zeus,29 Aug 2018
Horus/Jason,29 Aug 2018
Petsuchos/Percy,29 Aug 2018
Sobek/Poseidon,29 Aug 2018
Hephaestus/Percy Jackson,29 Aug 2018
Percy Jackson/Frank Zhang,29 Aug 2018
Luke/Nico/Jason/Will/Frank/Leo/Percy,29 Aug 2018
Percy Jackson/Malcolm Pace,29 Aug 2018
Anubis/Carter Kane,29 Aug 2018
Luke Castellan/Nico di Angelo,29 Aug 2018
Ares/Hephaestus,29 Aug 2018
Jason Grace/Frank Zhang,29 Aug 2018
Jason Grace/Percy Jackson,29 Aug 2018
Luke Castellan/Nico di Angelo/Percy Jackson,29 Aug 2018
Atlas/Percy Jackson,29 Aug 2018
Anubis/Carter/Nico/Jason/Percy,29 Aug 2018
Charles/Percy/Leo,29 Aug 2018
Apollo/Nico di Angelo,29 Aug 2018
Nico/Luke/Jason,29 Aug 2018
Nico di Angelo/Poseidon,29 Aug 2018
Percy Jackson/Lycaon,29 Aug 2018
Luke Castellan/Ethan Nakamura,29 Aug 2018
Apollo/Artemis,29 Aug 2018
Annabeth Chase/Percy Jackson,29 Aug 2018
Nico di Angelo/Will Solace,29 Aug 2018
Jason Grace/Percy Jackson,29 Aug 2018
Jason Grace/Percy Jackson,29 Aug 2018
Annabeth Chase/Percy Jackson,29 Aug 2018
Jason Grace/Piper McLean,29 Aug 2018
Calypso/Leo Valdez,29 Aug 2018
Nico di Angelo/Will Solace,29 Aug 2018
Piper McLean/Reyna Avila Ramírez-Arellano,29 Aug 2018
Nico di Angelo/Percy Jackson,29 Aug 2018
Pipabeth,29 Aug 2018
Annabeth Chase/Piper McLean,29 Aug 2018
Frazel,29 Aug 2018
Hazel Levesque/Frank Zhang,29 Aug 2018
previous/implied percabeth,29 Aug 2018
Solangelo - Relationship,29 Aug 2018
Valgrace - Relationship,29 Aug 2018
Jason Grace/Percy Jackson,29 Aug 2018
Piper McLean/Reyna Avila Ramírez-Arellano,29 Aug 2018
Luke Castellan/Annabeth Chase,29 Aug 2018
Nico di Angelo/Will Solace,29 Aug 2018
Hazel Levesque/Frank Zhang,29 Aug 2018
Percy Jackson/Leo Valdez,29 Aug 2018
Nico di Angelo/Will Solace,29 Aug 2018
Percy Jackson/Zeus,29 Aug 2018
Lily and Phoebe,29 Aug 2018
Nico di Angelo/Will Solace,29 Aug 2018
Nico di Angelo/Jason Grace,29 Aug 2018
Annabeth Chase/Percy Jackson,29 Aug 2018
Hazel Levesque/Frank Zhang,29 Aug 2018
Chiron & Percy Jackson,29 Aug 2018
Hazel Levesque/Piper McLean,29 Aug 2018
Hazel Levesque & Piper McLean,29 Aug 2018
Nico di Angelo/Will Solace,29 Aug 2018
Nico di Angelo/Will Solace,29 Aug 2018
Annabeth Chase/Percy Jackson,29 Aug 2018
Jason Grace/Percy Jackson,27 Aug 2018
Nico di Angelo/Will Solace,27 Aug 2018
Annabeth Chase/Percy Jackson,27 Aug 2018
Nico di Angelo/Will Solace,27 Aug 2018
Jason Grace/Piper McLean,27 Aug 2018
Hazel Levesque/Frank Zhang,27 Aug 2018
Nico di Angelo/Will Solace,27 Aug 2018
Bianca di Angelo/Thalia Grace,27 Aug 2018
Nico di Angelo/Percy Jackson,27 Aug 2018
Nico di Angelo/Jason Grace,27 Aug 2018
Jason Grace/Percy Jackson,27 Aug 2018
Annabeth Chase/Reyna Avila Ramírez-Arellano,27 Aug 2018
Nico di Angelo/Jason Grace/Percy Jackson,27 Aug 2018
Nico di Angelo/Will Solace,27 Aug 2018
Nico di Angelo & Will Solace,27 Aug 2018
Leo Valdez/Frank Zhang,27 Aug 2018
Mitchell/Connor Stoll,27 Aug 2018
Nico di Angelo/Will Solace,27 Aug 2018
Nico di Angelo/Will Solace,27 Aug 2018
Annabeth Chase/Percy Jackson,27 Aug 2018
. - Relationship,27 Aug 2018
Nico di Angelo/Will Solace,27 Aug 2018
Annabeth Chase/Rachel Elizabeth Dare,27 Aug 2018
Annabeth Chase & Rachel Elizabeth Dare,27 Aug 2018
Annabeth Chase & Percy Jackson,27 Aug 2018
Nico di Angelo/Will Solace,27 Aug 2018
Will Solace/Nico di Angelo,27 Aug 2018
Nico di Angelo/Will Solace,27 Aug 2018
Nico di Angelo & Will Solace,27 Aug 2018
Amphitrite/Poseidon (Percy Jackson),27 Aug 2018
Hera/Zeus (Percy Jackson),27 Aug 2018
Aphrodite/Ares (Percy Jackson),27 Aug 2018
Aphrodite/Hephaestus (Percy Jackson),27 Aug 2018
Persephone/Hades (Percy Jackson),27 Aug 2018
Nico di Angelo/Percy Jackson,27 Aug 2018
Hazel Levesque/Frank Zhang,27 Aug 2018
Jason Grace/Piper McLean,27 Aug 2018
Nico di Angelo/Will Solace,27 Aug 2018
Nico di Angelo/Will Solace,27 Aug 2018
Hazel Levesque/Frank Zhang,27 Aug 2018
Nico di Angelo/Will Solace,25 Aug 2018
Nico di Angelo/Will Solace,25 Aug 2018
Nico di Angelo/Will Solace,25 Aug 2018
Nico di Angelo/Will Solace,25 Aug 2018
Annabeth Chase/Percy Jackson,25 Aug 2018
Annabeth Chase/Percy Jackson,25 Aug 2018
Nico di Angelo/Will Solace,25 Aug 2018
Nico di Angelo/Will Solace,25 Aug 2018
Nico di Angelo & Will Solace,25 Aug 2018
nico di angelo/anonymous,25 Aug 2018
Nico di Angelo/Will Solace,25 Aug 2018
Nico di Angelo/Leo Valdez,25 Aug 2018
Nico di Angelo/Percy Jackson,25 Aug 2018
Nico di Angelo/Will Solace,25 Aug 2018
Nico di Angelo/Will Solace,25 Aug 2018
Thalia Grace/Reyna Avila Ramírez-Arellano,25 Aug 2018
Annabeth Chase/Percy Jackson,25 Aug 2018
Nico di Angelo/Will Solace,25 Aug 2018
Jason Grace/Piper McLean,25 Aug 2018
Calypso/Leo Valdez,25 Aug 2018
Hazel Levesque/Frank Zhang,25 Aug 2018
Clarisse La Rue/Chris Rodriguez,25 Aug 2018
Juniper/Grover Underwood,25 Aug 2018
Nico di Angelo/Will Solace,25 Aug 2018
Nico di Angelo/Will Solace,25 Aug 2018
Nico di Angelo/Will Solace,25 Aug 2018
Percy Jackson/ - Relationship,25 Aug 2018
Percy Jackson/ - Relationship,24 Aug 2018
Jason Grace/Percy Jackson,24 Aug 2018
Poseidon/Amphitrite,24 Aug 2018
Jason Grace/Percy Jackson,24 Aug 2018
Poseidon/Amphitrite,24 Aug 2018
Hazel Levesque/Frank Zhang,24 Aug 2018
Nico di Angelo/Will Solace,24 Aug 2018
Annabeth Chase/Percy Jackson,24 Aug 2018
Leo Valdez & The Seven,24 Aug 2018
Leo Valdez and Calypso,24 Aug 2018
Jason Grace/Piper McLean,24 Aug 2018
Solangelo - Relationship,24 Aug 2018
Percybeth,24 Aug 2018
jasper - Relationship,24 Aug 2018
Frazel,24 Aug 2018
soangelo,24 Aug 2018
Annabeth Chase/Percy Jackson,24 Aug 2018
Nico di Angelo/Will Solace,24 Aug 2018
Nico di Angelo & Will Solace,24 Aug 2018
Nico di Angelo/Will Solace,24 Aug 2018
Cecil Markowitz/Original Character(s),24 Aug 2018
Mitchell/Connor Stoll,24 Aug 2018
Luke Castellan/Percy Jackson,24 Aug 2018
Luke Castellan/Percy Jackson,24 Aug 2018
Nico di Angelo/Will Solace,24 Aug 2018
Nico di Angelo/Will Solace,24 Aug 2018
Nico di Angelo/Will Solace,24 Aug 2018
Nico di Angelo/Will Solace,24 Aug 2018
Nico di Angelo/Will Solace,24 Aug 2018
Rachel Elizabeth Dare/Octavian,24 Aug 2018
Nico di Angelo/Will Solace,24 Aug 2018
Nico di Angelo/Will Solace,24 Aug 2018
Nico di Angelo/Will Solace,24 Aug 2018
Nico di Angelo & Will Solace,24 Aug 2018
Nico di Angelo/Will Solace,24 Aug 2018
Nico di Angelo & Will Solace,24 Aug 2018
Nico di Angelo/Will Solace,23 Aug 2018
Nico di Angelo & Will Solace,23 Aug 2018
Nico di Angelo/Will Solace,23 Aug 2018
Nico di Angelo & Will Solace,23 Aug 2018
Nico di Angelo/Will Solace,23 Aug 2018
Nico di Angelo & Will Solace,23 Aug 2018
Past Jason Grace/Piper McLean - Relationship,23 Aug 2018
Reyna Avila Ramirez Arellano & Piper McLean,23 Aug 2018
Nico di Angelo/Will Solace,23 Aug 2018
Nico di Angelo/Will Solace,23 Aug 2018
Nico di Angelo & Percy Jackson,23 Aug 2018
Percy Jackson/Will Solace,23 Aug 2018
Nico di Angelo/Jason Grace,23 Aug 2018
Annabeth Chase/Percy Jackson,23 Aug 2018
Nico di Angelo/Will Solace,23 Aug 2018
Nico di Angelo/Will Solace,23 Aug 2018
Nico di Angelo/Will Solace,23 Aug 2018
Will Solace & Nico Di Angelo,23 Aug 2018
Nico di Angelo/Will Solace,23 Aug 2018
Nico di Angelo/Will Solace,23 Aug 2018
Nico di Angelo/Will Solace,23 Aug 2018
Octavian/Pollux,23 Aug 2018
Annabeth Chase/Percy Jackson,23 Aug 2018
Nico di Angelo/Percy Jackson,23 Aug 2018
Jason Grace/Reyna Avila Ramírez-Arellano,21 Aug 2018
Nico di Angelo/Will Solace,21 Aug 2018
Nico di Angelo & Will Solace,21 Aug 2018
Mitchell/Connor Stoll,21 Aug 2018
Nico di Angelo/Will Solace,21 Aug 2018
Nico di Angelo/Will Solace,21 Aug 2018
Hazel Levesque/Frank Zhang,21 Aug 2018
Nico di Angelo/Will Solace,21 Aug 2018
Nico di Angelo & Percy Jackson,21 Aug 2018
Nico di Angelo/Will Solace,21 Aug 2018
Nico di Angelo/Will Solace,21 Aug 2018
Nico di Angelo & Cerberus,21 Aug 2018
Nico di Angelo/Will Solace,21 Aug 2018
Lily/Phoebe,21 Aug 2018
Original Characters - Relationship,21 Aug 2018
Jason Grace/Percy Jackson,21 Aug 2018
Annabeth Chase/Reyna Avila Ramírez-Arellano,21 Aug 2018
Nico di Angelo/Will Solace (mentioned),21 Aug 2018
Nico di Angelo & Hazel Levesque,21 Aug 2018
Nico di Angelo & Jason Grace,21 Aug 2018
Nico di Angelo & Percy Jackson,21 Aug 2018
Percy Jackson & Hazel Levesque,21 Aug 2018
Jason Grace & Hazel Levesque,21 Aug 2018
Nico di Angelo/Will Solace,21 Aug 2018
Nico di Angelo/Will Solace,21 Aug 2018
Nico di Angelo/Will Solace,21 Aug 2018
Nico di Angelo & Will Solace,21 Aug 2018
Nico di Angelo/Jason Grace,21 Aug 2018
Nico di Angelo/Will Solace,21 Aug 2018
Nico di Angelo/Will Solace,21 Aug 2018
Nico di Angelo/Will Solace,19 Aug 2018
Jason Grace/Percy Jackson,19 Aug 2018
Jason Grace/Will Solace,19 Aug 2018
Percy Jackson/Will Solace,19 Aug 2018
Annabeth Chase/Jason Grace,19 Aug 2018
Jason Grace/Piper McLean,19 Aug 2018
Jason Grace/Reyna Avila Ramírez-Arellano,19 Aug 2018
Nico di Angelo/Leo Valdez,19 Aug 2018
Nico di Angelo/Will Solace,19 Aug 2018
Bianca di Angelo/Nico di Angelo,19 Aug 2018
Nico di Angelo/Will Solace,19 Aug 2018
Nico di Angelo/Will Solace,19 Aug 2018
Percy Jackson/Annabeth Chase,19 Aug 2018
Jason Grace/Piper McLean,19 Aug 2018
Hazel Levesque/Frank Zhang,19 Aug 2018
leo valdez/calypso,19 Aug 2018
Kayla/Lou Ellen,19 Aug 2018
Austin/Mitchell,19 Aug 2018
Others (?),19 Aug 2018
Nico di Angelo/Will Solace,19 Aug 2018
Nico di Angelo & Will Solace,19 Aug 2018
Nico di Angelo/Will Solace,19 Aug 2018
Athena/Frederick Chase,19 Aug 2018
Natalie Chase/Frey (Magnus Chase),19 Aug 2018
Percy Jackson/Reader,19 Aug 2018
Nico di Angelo/Reader,19 Aug 2018
Percy Jackson/Annabeth,19 Aug 2018
Nico di Angelo/Will Solace,19 Aug 2018
Jason Grace/Piper McLean,19 Aug 2018
Hazel Levesque/Frank Zhang,19 Aug 2018
Calypso/Leo Valdez,19 Aug 2018
Percy Jackson/Will Solace,19 Aug 2018
Nico di Angelo/Will Solace,19 Aug 2018
Cecil Markowitz/Jake Mason,19 Aug 2018
Clovis/Butch (mentioned),19 Aug 2018
Mitchell/Connor Stoll,19 Aug 2018
Jason Grace/Percy Jackson,19 Aug 2018
Nico di Angelo/Jason Grace,19 Aug 2018
Jason Grace/Piper McLean,19 Aug 2018
Nico di Angelo/Will Solace,19 Aug 2018
Percy Jackson/Annabeth Chase,19 Aug 2018
Thalia Grace/Reyna Avila Ramírez-Arellano,17 Aug 2018
Annabeth Chase/Percy Jackson,17 Aug 2018
Nico di Angelo/Will Solace,17 Aug 2018
Apollo/Pan,17 Aug 2018
Annabeth Chase/Percy Jackson,17 Aug 2018
Apollo/Meg McCaffrey,17 Aug 2018
Meg McCaffrey & Rachel Elizabeth Dare,17 Aug 2018
Nico di Angelo/Will Solace (mentioned),17 Aug 2018
Percy Jackson/Reader,17 Aug 2018
Nico di Angelo/Will Solace,17 Aug 2018
Nico di Angelo/Will Solace,17 Aug 2018
Rachel Elizabeth Dare/Octavian,17 Aug 2018
Nico di Angelo/Will Solace,17 Aug 2018
Jason Grace/Leo Valdez/Piper McLean,17 Aug 2018
Nico di Angelo/Will Solace,17 Aug 2018
Jason Grace/Leo Valdez,17 Aug 2018
Jason Grace/Piper McLean,17 Aug 2018
Piper McLean/Leo Valdez,17 Aug 2018
Nico di Angelo/Will Solace,17 Aug 2018
Annabeth Chase/Percy Jackson,17 Aug 2018
Annabeth Chase/Original Male Character(s),17 Aug 2018
Percy Jackson & Original Male Character(s),17 Aug 2018
Chiron & Percy Jackson,17 Aug 2018
Percy Jackson & Poseidon,17 Aug 2018
Percy Jackson & Tartarus,17 Aug 2018
Mitchell/Connor Stoll,17 Aug 2018
Luke Castellan/Percy Jackson,17 Aug 2018
Jason Grace/Piper McLean,17 Aug 2018
Hazel Levesque/Frank Zhang,17 Aug 2018
Clarisse La Rue/Chris Rodriguez,17 Aug 2018
Annabeth Chase/Percy Jackson,17 Aug 2018
Piper McLean & Percy Jackson,17 Aug 2018
Jason Grace & Annabeth Chase,17 Aug 2018
Nico di Angelo/Jason Grace,17 Aug 2018
Nico di Angelo & Hazel Levesque,17 Aug 2018
Jason Grace & Piper McLean,17 Aug 2018
Nico di Angelo/Percy Jackson,15 Aug 2018
Annabeth Chase/Percy Jackson,15 Aug 2018
Thalia Grace/Reyna Avila Ramírez-Arellano,15 Aug 2018
Nico di Angelo/Will Solace,15 Aug 2018
Annabeth Chase/Percy Jackson,15 Aug 2018
Nico di Angelo/Will Solace,15 Aug 2018
Jason Grace/Leo Valdez,15 Aug 2018
Percy Jackson/Piper McLean,15 Aug 2018
Annabeth Chase/Percy Jackson,15 Aug 2018
Annabeth Chase & Percy Jackson,15 Aug 2018
Connor Stoll/Reader,15 Aug 2018
Nico di Angelo/Will Solace,15 Aug 2018
Annabeth Chase/Original Female Character(s),15 Aug 2018
Jason Grace/Percy Jackson,15 Aug 2018
Annabeth Chase/Piper McLean,15 Aug 2018
Thalia Grace/Reyna Avila Ramírez-Arellano,15 Aug 2018
Nico di Angelo/Will Solace,15 Aug 2018
Calypso/Echo (Percy Jackson),15 Aug 2018
Ethan Nakamura/Drew Tanaka,15 Aug 2018
Rachel Elizabeth Dare/Drew Tanaka,15 Aug 2018
Miranda Gardiner/Connor Stoll,15 Aug 2018
Annabeth Chase/Percy Jackson,15 Aug 2018
Percy Jackson/Octavian,15 Aug 2018
Mitchell/Connor Stoll,15 Aug 2018
Calypso/Leo Valdez,15 Aug 2018
Annabeth Chase/Percy Jackson,15 Aug 2018
Jason Grace/Piper McLean,15 Aug 2018
Hazel Levesque/Frank Zhang,15 Aug 2018
Nico di Angelo/Will Solace,15 Aug 2018
Nico di Angelo/Will Solace,13 Aug 2018
Nico di Angelo/Percy Jackson,13 Aug 2018
Apollo & Meg McCaffrey,13 Aug 2018
Apollo/Meg McCaffrey,13 Aug 2018
Magnus Chase/Alex Fierro,13 Aug 2018
Chiara Benvenuti/Damien White,13 Aug 2018
Annabeth Chase/Percy Jackson,13 Aug 2018
Other Relationship Tags to Be Added,13 Aug 2018
Annabeth Chase & Thalia Grace,13 Aug 2018
Jason Grace/Percy Jackson,13 Aug 2018
Piper McLean/Reyna Avila Ramírez-Arellano,13 Aug 2018
Annabeth Chase/Percy Jackson,13 Aug 2018
Annabeth Chase/Percy Jackson,13 Aug 2018
Paul Blofis/Sally Jackson,13 Aug 2018
Nico di Angelo/Percy Jackson,13 Aug 2018
Annabeth Chase/Percy Jackson,13 Aug 2018
Nico di Angelo/Percy Jackson,13 Aug 2018
Nico di Angelo & Percy Jackson,13 Aug 2018
Annabeth Chase/Percy Jackson,13 Aug 2018
Nico di Angelo/Will Solace,13 Aug 2018
Frank Zhang/Hazel Levesque,13 Aug 2018
Calypso/Leo Valdez,13 Aug 2018
Annabeth Chase/Percy Jackson,13 Aug 2018
Percy Jackson/Original Character,13 Aug 2018
Nico di Angelo/Will Solace,13 Aug 2018
Luke Castellan/Annabeth Chase,13 Aug 2018
Annabeth Chase/Percy Jackson,13 Aug 2018
Annabeth Chase & Percy Jackson,13 Aug 2018
Annabeth Chase/Percy Jackson,13 Aug 2018
Calypso/Leo Valdez,13 Aug 2018
Nico di Angelo/Will Solace,10 Aug 2018
Nico di Angelo/Will Solace,10 Aug 2018
Original Female Character/Original Male Character,10 Aug 2018
Jason Grace/Piper McLean,10 Aug 2018
Annabeth Chase/Percy Jackson,10 Aug 2018
Lou Ellen/Cecil Markowitz,10 Aug 2018
Hazel Levesque/Frank Zhang,10 Aug 2018
Calypso/Leo Valdez,10 Aug 2018
Annabeth Chase/Percy Jackson,10 Aug 2018
Percy Jackson/Original Female Character(s),10 Aug 2018
Annabeth Chase/Original Male Character(s),10 Aug 2018
Annabeth Chase/Percy Jackson,10 Aug 2018
Nico di Angelo/Will Solace,10 Aug 2018
Piper McLean/Reyna Avila Ramírez-Arellano,10 Aug 2018
Nico di Angelo/Will Solace,10 Aug 2018
Jason Grace & Thalia Grace,10 Aug 2018
Luke Castellan/Thalia Grace,10 Aug 2018
Bianca di Angelo & Nico di Angelo,10 Aug 2018
Nico di Angelo & Hazel Levesque,10 Aug 2018
Bianca di Angelo & Nico di Angelo & Hazel Levesque,10 Aug 2018
Bianca di Angelo & Thalia Grace,10 Aug 2018
Thalia Grace & Hazel Levesque,10 Aug 2018
Nico di Angelo/Will Solace,10 Aug 2018
Annabeth Chase/Percy Jackson,10 Aug 2018
Jason Grace/Piper McLean,10 Aug 2018
Calypso/Leo Valdez,10 Aug 2018
Hazel Levesque/Frank Zhang,10 Aug 2018
Nico di Angelo/Percy Jackson,10 Aug 2018
Annabeth Chase/Percy Jackson,10 Aug 2018
Jason Grace/Piper McLean,10 Aug 2018
Hazel Levesque/Frank Zhang,10 Aug 2018
Piper McLean/Leo Valdez,10 Aug 2018
Calypso/Reyna Avila Ramírez-Arellano,10 Aug 2018
Annabeth Chase/Jason Grace,10 Aug 2018
Nico di Angelo/Jason Grace,10 Aug 2018
Nico di Angelo/Will Solace,10 Aug 2018
Hades/Persephone (Percy Jackson),10 Aug 2018
Nico di Angelo & Hades,10 Aug 2018
Nico di Angelo/Will Solace,10 Aug 2018
Piper McLean & Leo Valdez,10 Aug 2018
Jason Grace/Piper McLean,10 Aug 2018
Jason Grace/Piper McLean/Leo Valdez,10 Aug 2018
(platonic jasiperleo),10 Aug 2018
Nico di Angelo/Leo Valdez,10 Aug 2018
(romantic valdangelo),10 Aug 2018
Jason Grace/Percy Jackson,10 Aug 2018
Annabeth Chase/Percy Jackson,10 Aug 2018
Nico di Angelo/Percy Jackson,10 Aug 2018
Annabeth Chase & Percy Jackson,10 Aug 2018
Nico di Angelo/Will Solace,10 Aug 2018
Nico di Angelo/Percy Jackson,10 Aug 2018
Annabeth Chase/Reyna Avila Ramírez-Arellano,10 Aug 2018
Annabeth Chase/Percy Jackson (Past),10 Aug 2018
Jason Grace/Piper McLean,10 Aug 2018
Boyfriend/Girlfriend,10 Aug 2018
Percy Jackson/Thanatos/Triton,08 Aug 2018
Hazel Levesque/Frank Zhang,08 Aug 2018
Chrysander Rodriguez (OMC)/Hades Poseidon di Angelo (OMC),08 Aug 2018
Trend Austin (OMC)/Derek Rhys (OMC),08 Aug 2018
Chrysander Rodriguez (OMC)/Samuel Raser (OMC),08 Aug 2018
Trend Austin (OMC)/Derek Rhys (OMC)/Samuel Raser (OMC),08 Aug 2018
Hazel Levesque/Frank Zhang,08 Aug 2018
Nico di Angelo & Frank Zhang,08 Aug 2018
Nico di Angelo & Hazel Levesque,08 Aug 2018
Annabeth Chase/Piper McLean/Reyna Avila Ramírez-Arellano,08 Aug 2018
Jason Grace/Percy Jackson,08 Aug 2018
Annabeth Chase/Percy Jackson,08 Aug 2018
Jason Grace/Piper McLean,08 Aug 2018
Jason Grace/Percy Jackson,08 Aug 2018
Nico di Angelo/Will Solace,08 Aug 2018
Nico di Angelo/Jason Grace/Percy Jackson/Will Solace,08 Aug 2018
Annabeth Chase/Percy Jackson,08 Aug 2018
Nico di Angelo/Will Solace,08 Aug 2018
Annabeth Chase & Percy Jackson,08 Aug 2018
Jason Grace/Piper McLean,08 Aug 2018
Luke Castellan/Percy Jackson,08 Aug 2018
Annabeth Chase/Percy Jackson,08 Aug 2018
Jason Grace/Percy Jackson,08 Aug 2018
Paul Blofis/Sally Jackson,08 Aug 2018
Nico di Angelo/Will Solace,08 Aug 2018
Annabeth Chase/Percy Jackson,08 Aug 2018
Jason Grace/Piper McLean,08 Aug 2018
Nico di Angelo & Will Solace,08 Aug 2018
Luke Castellan/Percy Jackson,08 Aug 2018
Percy Jackson/Ethan Nakamura,08 Aug 2018
Luke Castellan/ Percy Jackson/Ethan Nakamura,08 Aug 2018
Bianca di Angelo & Nico di Angelo,08 Aug 2018
Nico di Angelo/Will Solace,08 Aug 2018
Nico di Angelo & Leo Valdez,08 Aug 2018
Nico di Angelo & Will Solace & Leo Valdez,08 Aug 2018
Will Solace & Leo Valdez,08 Aug 2018
Nico di Angelo/Will Solace,08 Aug 2018
Other Relationship Tags to Be Added,08 Aug 2018
Nico di Angelo/Jason Grace,08 Aug 2018
Nico di Angelo/Will Solace,08 Aug 2018
Nico di Angelo/Will Solace,05 Aug 2018
Nico di Angelo/Will Solace,05 Aug 2018
Mitchell/Connor Stoll,05 Aug 2018
Nico di Angelo/Will Solace,05 Aug 2018
Jason Grace/Percy Jackson,05 Aug 2018
Annabeth Chase/Percy Jackson,05 Aug 2018
Jason Grace/Piper McLean,05 Aug 2018
Hazel Levesque/Frank Zhang,05 Aug 2018
Magnus Chase/Alex Fierro,05 Aug 2018
Nico di Angelo/Will Solace,05 Aug 2018
Nico di Angelo/Will Solace,05 Aug 2018
Nico di Angelo/Percy Jackson,05 Aug 2018
Nico di Angelo/Leo Valdez,05 Aug 2018
Nico di Angelo/Mitchell,05 Aug 2018
Nico di Angelo/Will Solace/Percy Jackson,05 Aug 2018
Hazel Levesque/Leo Valdez/Frank Zhang,05 Aug 2018
Annabeth Chase/Percy Jackson,05 Aug 2018
Percy Jackson/Zeus,05 Aug 2018
Ganymede/Percy Jackson/Zeus,05 Aug 2018
Ganymede/Percy Jackson,05 Aug 2018
Ganymede/Zeus,05 Aug 2018
Nico di Angelo/Percy Jackson,05 Aug 2018
Annabeth Chase/Piper McLean,05 Aug 2018
Jason Grace/Leo Valdez,05 Aug 2018
Luke Castellan/Annabeth Chase,05 Aug 2018
Annabeth Chase/Percy Jackson,05 Aug 2018
Paul Blofis/Sally Jackson,05 Aug 2018
Percy Jackson & Sally Jackson,05 Aug 2018
Sally Jackson/Gabe Ugliano,05 Aug 2018
Nico di Angelo & Hazel Levesque,05 Aug 2018
Bianca di Angelo & Nico di Angelo,05 Aug 2018
Jason Grace & Thalia Grace,05 Aug 2018
Nico di Angelo & Jason Grace,05 Aug 2018
Jason Grace & Percy Jackson,05 Aug 2018
Nico di Angelo & Percy Jackson,05 Aug 2018
Bianca di Angelo & Nico di Angelo,05 Aug 2018
Minor or Background Relationship(s),05 Aug 2018
Connor Stoll & Travis Stoll,05 Aug 2018
Annabeth Chase/Percy Jackson,05 Aug 2018
Hades/Persephone (Percy Jackson),05 Aug 2018
Nico di Angelo/Will Solace,05 Aug 2018
Maria di Angelo/Hades,05 Aug 2018
Bianca di Angelo & Nico di Angelo,05 Aug 2018
Maria di Angelo & Nico di Angelo,05 Aug 2018
Bianca di Angelo & Maria di Angelo,05 Aug 2018
Hestia/Percy Jackson,05 Aug 2018
Nico di Angelo/Will Solace,05 Aug 2018
Mitchell/Connor Stoll,05 Aug 2018
Annabeth Chase/Percy Jackson,05 Aug 2018
Jason Grace/Piper McLean,05 Aug 2018
Nico di Angelo/Will Solace,05 Aug 2018
